,Point.Forecast,Lo.75,Hi.75,Lo.90,Hi.90
01/04/2020,58.32989441,58.20750505,58.45228377,58.15489315,58.50489566
01/05/2020,58.28325388,58.14074313,58.42576462,58.0794816,58.48702616
01/06/2020,58.26079436,58.1006086,58.42098012,58.03174906,58.48983966
01/07/2020,58.26155394,58.08543194,58.43767594,58.00972183,58.51338605
01/08/2020,58.24513702,58.05442497,58.43584908,57.97244298,58.51783106
01/09/2020,58.23533002,58.03114588,58.43951417,57.94337261,58.52728744
01/10/2020,58.24881411,58.03197388,58.46565435,57.9387601,58.55886813
01/11/2020,58.2333757,58.00454679,58.4622046,57.9061794,58.56057199
01/12/2020,58.20251895,57.96237155,58.44266634,57.85913865,58.54589924
01/01/2021,58.20591309,57.95495165,58.45687452,57.84707009,58.56475608
01/02/2021,58.21620216,57.95482218,58.47758214,57.84246196,58.58994236
01/03/2021,58.20931379,57.9379917,58.48063588,57.82135764,58.59726995
01/04/2021,58.19373377,57.91287707,58.47459047,57.79214433,58.59532321
01/05/2021,58.17096138,57.88082817,58.46109459,57.75610771,58.58581505
01/06/2021,58.16818606,57.86902077,58.46735135,57.74041766,58.59595446
01/07/2021,58.18517932,57.87722382,58.49313481,57.74484204,58.62551659
01/08/2021,58.18215041,57.86565404,58.49864677,57.72960077,58.63470005
01/09/2021,58.18338459,57.85861606,58.50815311,57.71900681,58.64776236
01/10/2021,58.2059744,57.87312251,58.53882628,57.73003844,58.68191035
01/11/2021,58.19804553,57.85727752,58.53881353,57.71079052,58.68530053
01/12/2021,58.17338194,57.82492493,58.52183895,57.67513263,58.67163125
01/01/2022,58.18188362,57.82589763,58.53786961,57.67286883,58.69089841
01/02/2022,58.19638492,57.83298709,58.55978274,57.67677215,58.71599768
01/03/2022,58.19297039,57.82236371,58.56357708,57.66304987,58.72289092
01/04/2022,58.18025527,57.80261769,58.55789285,57.64028146,58.72022908
01/05/2022,58.15984558,57.77526316,58.54442799,57.60994153,58.70974963
01/06/2022,58.15901879,57.76758106,58.55045652,57.59931251,58.71872507
01/07/2022,58.17761901,57.77942564,58.57581239,57.60825302,58.74698501
01/08/2022,58.17591538,57.77108274,58.58074803,57.59705607,58.75477469
01/09/2022,58.17824252,57.76691225,58.58957279,57.59009244,58.76639261
01/10/2022,58.20173371,57.78399322,58.61947419,57.60441783,58.79904959
01/11/2022,58.1945482,57.77047447,58.61862194,57.58817658,58.80091982
01/12/2022,58.17049768,57.74022203,58.60077332,57.55525811,58.78573724
01/01/2023,58.17950495,57.74311045,58.61589945,57.5555162,58.8034937
01/02/2023,58.19442321,57.75196245,58.63688397,57.56176048,58.82708595
01/03/2023,58.19135256,57.74295276,58.63975237,57.55019775,58.83250738
01/04/2023,58.17892104,57.72469332,58.63314875,57.52943305,58.82840902
01/05/2023,58.15874523,57.69872785,58.6187626,57.50097876,58.81651169
01/06/2023,58.15811133,57.69234789,58.62387476,57.49212872,58.82409393
01/07/2023,58.17687062,57.70541562,58.64832562,57.5027498,58.85099145
01/08/2023,58.17529818,57.69822256,58.6523738,57.49314059,58.85745577
01/09/2023,58.17773351,57.69513211,58.66033491,57.48767475,58.86779227
01/10/2023,58.20131392,57.71323758,58.68939026,57.5034267,58.89920114
01/11/2023,58.194202,57.70069433,58.68770968,57.48854866,58.89985535
01/12/2023,58.17021216,57.67136516,58.66905917,57.45692425,58.88350008
01/01/2024,58.17926949,57.67513528,58.68340369,57.45842155,58.90011742
01/02/2024,58.19422902,57.68483467,58.70362338,57.46585975,58.9225983
01/03/2024,58.19119242,57.67663103,58.7057538,57.45543494,58.92694989
01/04/2024,58.17878896,57.65914119,58.69843673,57.43575859,58.92181933
01/05/2024,58.1586363,57.63392024,58.68335237,57.40835893,58.90891368
01/06/2024,58.1580215,57.62826069,58.6877823,57.40053077,58.91551222
01/07/2024,58.17679654,57.64202487,58.7115682,57.41214092,58.94145215
01/08/2024,58.17523708,57.63550378,58.71497039,57.40348695,58.94698721
01/09/2024,58.17768312,57.63305941,58.72230684,57.39894033,58.95642592
01/10/2024,58.20127237,57.65179136,58.75075337,57.41558426,58.98696047
01/11/2024,58.19416773,57.63985673,58.74847873,57.40157335,58.98676211
01/12/2024,58.1701839,57.61111397,58.72925383,57.37078485,58.96958295
01/01/2025,58.17924618,57.61545354,58.74303882,57.37309426,58.9853981
01/02/2025,58.1942098,57.62570875,58.76271085,57.38132545,59.00709416
01/03/2025,58.19117656,57.61804111,58.76431202,57.3716656,59.01068753
01/04/2025,58.17877589,57.60106953,58.75648224,57.35272911,59.00482266
01/05/2025,58.15862552,57.57635602,58.74089502,57.32605403,58.99119701
01/06/2025,58.1580126,57.57119293,58.74483228,57.31893493,58.99709027
01/07/2025,58.17678921,57.58544197,58.76813644,57.3312377,59.02234071
01/08/2025,58.17523103,57.57939309,58.77106898,57.32325839,59.02720368
01/09/2025,58.17767814,57.57740669,58.77794958,57.31936615,59.03599012
01/10/2025,58.20126825,57.59658636,58.80595015,57.33664988,59.06588662
01/11/2025,58.19416434,57.58509005,58.80323864,57.32326539,59.06506329
01/12/2025,58.1701811,57.55677259,58.78358961,57.29308478,59.04727743
01/01/2026,58.17924387,57.56152796,58.79695979,57.29598851,59.06249924
01/02/2026,58.1942079,57.57219162,58.81622418,57.30480355,59.08361224
01/03/2026,58.19117499,57.5649202,58.81742978,57.29571012,59.08663987
01/04/2026,58.17877459,57.54833391,58.80921527,57.27732443,59.08022475
01/05/2026,58.15862446,57.5239997,58.79324921,57.25119159,59.06605732
01/06/2026,58.15801172,57.51920961,58.79681384,57.24460576,59.07141769
01/07/2026,58.17678848,57.53382474,58.81975221,57.25743194,59.09614502
01/08/2026,58.17523044,57.5281341,58.82232677,57.2499648,59.10049608
01/09/2026,58.17767764,57.5264967,58.82885858,57.24657153,59.10878375
01/10/2026,58.20126785,57.54601904,58.85651666,57.2643452,59.13819049
01/11/2026,58.194164,57.53485959,58.85346842,57.25144237,59.13688564
01/12/2026,58.17018083,57.50687033,58.83349132,57.221731,59.11863065
01/01/2027,58.17924364,57.51194779,58.8465395,57.22509525,59.13339204
01/02/2027,58.19420771,57.52292903,58.86548639,57.23436439,59.15405103
01/03/2027,58.19117484,57.51596682,58.86638286,57.22571306,59.15663662
01/04/2027,58.17877446,57.49968223,58.85786669,57.20775875,59.14979017
01/05/2027,58.15862435,57.47564602,58.84160267,57.18205202,59.13519668
01/06/2027,58.15801164,57.47114996,58.84487331,57.17588661,59.14013666
01/07/2027,58.17678841,57.48605461,58.8675222,57.18912674,59.16445007
01/08/2027,58.17523038,57.48064814,58.86981261,57.18206593,59.16839482
01/09/2027,58.17767759,57.47928843,58.87606676,57.17906971,59.17628547
01/10/2027,58.20126781,57.4990842,58.90345141,57.19723436,59.20530125
01/11/2027,58.19416397,57.48819434,58.9001336,57.18471699,59.20361095
01/12/2027,58.1701808,57.46046845,58.87989315,57.1553822,59.18497939
01/01/2028,58.17924362,57.46580507,58.89268218,57.15911703,59.19937021
01/02/2028,58.19420769,57.47704253,58.91137286,57.16875252,59.21966287
01/03/2028,58.19117482,57.4703304,58.91201924,57.16045878,59.22189087
01/04/2028,58.17877445,57.45429045,58.90325845,57.14285427,59.21469463
01/05/2028,58.15862434,57.43049646,58.88675221,57.11749388,59.1997548
01/06/2028,58.15801163,57.42623997,58.88978329,57.11167102,59.20435224
01/07/2028,58.1767884,57.44138104,58.91219576,57.12524921,59.2283276
01/08/2028,58.17523037,57.43620717,58.91425357,57.11852098,59.23193976
01/09/2028,58.17767759,57.43507525,58.92027993,57.11585048,59.2395047
01/10/2028,58.2012678,57.45509582,58.94743978,57.13433656,59.26819904
01/11/2028,58.19416397,57.44442806,58.94389987,57.12213677,59.26619117
01/12/2028,58.1701808,57.4169196,58.92344199,57.09311288,59.24724871
01/01/2029,58.17924362,57.42247061,58.93601662,57.09715426,59.26133298
01/02/2029,58.19420769,57.43392045,58.95449493,57.10709342,59.28132196
01/03/2029,58.19117482,57.42741603,58.95493361,57.09909668,59.28325297
01/04/2029,58.17877445,57.41157964,58.94596926,57.08178323,59.27576567
01/05/2029,58.15862434,57.38798758,58.9292611,57.05671157,59.2605371
01/06/2029,58.15801163,57.38393116,58.9320921,57.05117479,59.26484847
01/07/2029,58.1767884,57.39927004,58.95430676,57.06503582,59.28854098
01/08/2029,58.17523037,57.39429113,58.95616961,57.05858636,59.29187438
01/09/2029,58.17767759,57.39335046,58.96200472,57.05618933,59.29916585
01/10/2029,58.2012678,57.41356009,58.98897551,57.07494574,59.32758986
01/11/2029,58.19416397,57.40307944,58.9852485,57.06301348,59.32531445
01/12/2029,58.1701808,57.37575444,58.96460716,57.03425192,59.30610967
01/01/2030,58.17924362,57.38148664,58.97700059,57.03855239,59.31993485
01/02/2030,58.19420769,57.39311625,58.99529913,57.04874859,59.33966679
01/03/2030,58.19117482,57.38678791,58.99556173,57.04100362,59.34134602
01/04/2030,58.17877445,57.37112435,58.98642455,57.0239373,59.3336116
01/05/2030,58.15862434,57.34770398,58.96954469,56.99911114,59.31813753
01/06/2030,58.15801163,57.34381792,58.97220533,56.99381796,59.3222053
01/07/2030,58.1767884,57.35932549,58.99425131,57.00792018,59.34565661
01/08/2030,58.17523037,57.35451306,58.99594768,57.00170877,59.34875197
01/09/2030,58.17767759,57.35373593,59.00161925,56.99954558,59.3558096
01/10/2030,58.2012678,57.37410745,59.02842815,57.01853347,59.38400213
01/11/2030,58.19416397,57.36378722,59.02454072,57.0068306,59.38149734
01/12/2030,58.1701808,57.33661973,59.00374186,56.97829426,59.36206734
01/01/2031,58.17924362,57.3425077,59.01597954,56.98281744,59.3756698
01/02/2031,58.19420769,57.35429204,59.03412334,56.9932349,59.39518048
01/03/2031,58.19117482,57.34811545,59.0342342,56.9857069,59.39664274
01/04/2031,58.17877445,57.332601,59.02494789,56.96885381,59.38869509
01/05/2031,58.15862434,57.30932896,59.00791971,56.94423973,59.37300894
01/06/2031,58.15801163,57.30559026,59.010433,56.93915724,59.37686601
01/07/2031,58.1767884,57.32124389,59.03233291,56.95346832,59.40010848
01/08/2031,58.17523037,57.31657577,59.03388497,56.94746326,59.40299748
01/09/2031,58.17767759,57.31594058,59.03941459,56.94550303,59.40985215
01/10/2031,58.2012678,57.33645276,59.06608284,56.96469204,59.43784356
01/11/2031,58.19416397,57.32627206,59.06205587,56.95318869,59.43513925
01/12/2031,58.1701808,57.29924173,59.04111986,56.92484846,59.41551313
01/01/2032,58.17924362,57.30526547,59.05322177,56.92956577,59.42892146
01/02/2032,58.19420769,57.31718482,59.07123056,56.94017629,59.44823909
01/03/2032,58.19117482,57.31114078,59.07120887,56.93283782,59.44951182
01/04/2032,58.17877445,57.29575672,59.06179218,56.91617116,59.44137774
01/05/2032,58.15862434,57.2726145,59.04463418,56.8917427,59.42550597
01/06/2032,58.15801163,57.26900487,59.04701838,56.88684479,59.42917846
01/07/2032,58.1767884,57.28478659,59.06879021,56.90133902,59.45223778
01/08/2032,58.17523037,57.28024516,59.07021558,56.8955151,59.45494564
01/09/2032,58.17767759,57.27973467,59.0756205,56.89373317,59.461622
01/10/2032,58.2012678,57.30037055,59.10216505,56.91309906,59.48943654
01/11/2032,58.19416397,57.29031267,59.09801526,56.90177132,59.48655662
01/12/2032,58.1701808,57.26340317,59.07695843,56.87360386,59.46675773
01/01/2033,58.17924362,57.26954662,59.08894061,56.87849236,59.47999487
01/02/2033,58.19420769,57.28158514,59.10683024,56.88927326,59.49914212
01/03/2033,58.19117482,57.27565817,59.10669147,56.8821022,59.50024744
01/04/2033,58.17877445,57.26038939,59.09715951,56.86560036,59.49194854
01/05/2033,58.15862434,57.23736202,59.07988665,56.84133614,59.47591253
01/06/2033,58.15801163,57.23386672,59.08215654,56.83660169,59.47942157
01/07/2033,58.1767884,57.24976195,59.10381485,56.85125823,59.50231857
01/08/2033,58.17523037,57.24533288,59.10512786,56.84559497,59.50486577
01/09/2033,58.17767759,57.2449331,59.11042208,56.84397134,59.51138384
01/10/2033,58.2012678,57.26567886,59.13685674,56.86349434,59.53904126
01/11/2033,58.19416397,57.25573018,59.13259776,56.85232274,59.53600519
01/12/2033,58.1701808,57.22892818,59.11143341,56.82430901,59.51605258
01/01/2034,58.17924362,57.23517824,59.12330899,56.82934994,59.5291373
01/02/2034,58.19420769,57.24732294,59.14109244,56.84028266,59.54813272
01/03/2034,58.19117482,57.24150038,59.14084926,56.83326089,59.54908875
01/04/2034,58.17877445,57.22633446,59.13121444,56.81690614,59.54064276
01/05/2034,58.15862434,57.20340967,59.11383901,56.79278859,59.52446009
01/06/2034,58.15801163,57.20001652,59.11600673,56.7882002,59.52782305
01/07/2034,58.1767884,57.21601327,59.13756353,56.8030019,59.5505749
01/08/2034,58.17523037,57.21168476,59.13877598,56.79748242,59.55297832
01/09/2034,58.17767759,57.2113841,59.14397107,56.79600053,59.55935464
01/10/2034,58.2012678,57.23222834,59.17030726,56.81566435,59.58687126
01/11/2034,58.19416397,57.22237758,59.16595036,56.80463276,59.58369518
01/12/2034,58.1701808,57.19567205,59.14468954,56.77675697,59.56360463
01/01/2035,58.17924362,57.20201783,59.15646941,56.78193476,59.57655248
01/02/2035,58.19420769,57.21425792,59.17415746,56.79300389,59.59541149
01/03/2035,58.19117482,57.20852923,59.17382041,56.78611634,59.59623331
01/04/2035,58.17877445,57.19345585,59.16409305,56.7698939,59.587655
01/05/2035,58.15862434,57.17062339,59.14662529,56.74590837,59.57134031
01/06/2035,58.15801163,57.16732225,59.148701,56.74145155,59.57457171
01/07/2035,58.1767884,57.1834105,59.1701663,56.75638407,59.59719273
01/08/2035,58.17523037,57.17917266,59.17128808,56.75099425,59.59946649
01/09/2035,58.17767759,57.17896146,59.17639372,56.74964027,59.60571491
01/10/2035,58.2012678,57.1998946,59.202641,56.7694312,59.6331044
01/11/2035,58.19416397,57.1901323,59.19819564,56.7585261,59.62980184
01/12/2035,58.1701808,57.16351397,59.17684762,56.73077499,59.6095866
01/01/2036,58.17924362,57.16994631,59.18854092,56.73607656,59.62241068
01/02/2036,58.19420769,57.18227273,59.20614265,56.74726912,59.64114626
01/03/2036,58.19117482,57.17662903,59.20572061,56.74050309,59.64184655
01/04/2036,58.17877445,57.16163948,59.19590942,56.72440052,59.63314838
01/05/2036,58.15862434,57.13889071,59.17835797,56.70053465,59.61671402
01/06/2036,58.15801163,57.13567301,59.18035024,56.69619715,59.61982611
01/07/2036,58.1767884,57.15184427,59.20173253,56.71124837,59.64232843
01/08/2036,58.17523037,57.14768876,59.20277198,56.70597627,59.64448447
01/09/2036,58.17767759,57.1475588,59.20779638,56.70473845,59.65061673
01/10/2036,58.2012678,57.16857273,59.23396287,56.72464491,59.67789069
01/11/2036,58.19416397,57.15889086,59.22943707,56.71385481,59.67447313
01/12/2036,58.1701808,57.13235186,59.20800974,56.68621712,59.65414447
01/01/2037,58.17924362,57.13886299,59.21962425,56.69163135,59.66685589
01/02/2037,58.19420769,57.15126802,59.23714736,56.70293631,59.68547907
01/03/2037,58.19117482,57.14570174,59.2366479,56.69628099,59.68606865
01/04/2037,58.17877445,57.13078859,59.22676031,56.68028767,59.67726123
01/05/2037,58.15862434,57.10811613,59.20913254,56.65653092,59.66071776
01/06/2037,58.15801163,57.10497456,59.21104869,56.65230227,59.66372099
01/07/2037,58.1767884,57.1212216,59.2323552,56.66746183,59.68611497
01/08/2037,58.17523037,57.11714125,59.23331949,56.66229721,59.68816353
01/09/2037,58.17767759,57.11708552,59.23826965,56.66116553,59.69418964
01/10/2037,58.2012678,57.1381733,59.2643623,56.68117758,59.72135802
01/11/2037,58.19416397,57.12856497,59.25976296,56.67049264,59.7178353
01/12/2037,58.1701808,57.10209853,59.23826306,56.64295871,59.69740288
01/01/2038,58.17924362,57.10868177,59.24980547,56.64847604,59.7100112
01/02/2038,58.19420769,57.12115877,59.2672566,56.65988392,59.72853146
01/03/2038,58.19117482,57.11566342,59.26668622,56.65333,59.72901964
01/04/2038,58.17877445,57.10082029,59.25672861,56.6374368,59.7201121
01/05/2038,58.15862434,57.07821779,59.23903088,56.61378009,59.70346859
01/06/2038,58.15801163,57.07514605,59.24087721,56.60965127,59.70637198
01/07/2038,58.1767884,57.0914626,59.2621142,56.62491025,59.72866655
01/08/2038,58.17523037,57.08745126,59.26300948,56.61984429,59.73061645
01/09/2038,58.17767759,57.08746369,59.26789148,56.61881007,59.7365451
01/10/2038,58.2012678,57.10861931,59.29391629,56.63891913,59.76361648
01/11/2038,58.19416397,57.09907857,59.28924936,56.62833082,59.75999711
01/12/2038,58.1701808,57.07267885,59.26768275,56.60089229,59.7394693
01/01/2039,58.17924362,57.0793284,59.27915883,56.60650445,59.75198279
01/02/2039,58.19420769,57.09187163,59.29654375,56.61800702,59.77040836
01/03/2039,58.19117482,57.08644155,59.29590809,56.61154645,59.77080319
01/04/2039,58.17877445,57.0716629,59.285886,56.59574544,59.76180346
01/05/2039,58.15862434,57.04912485,59.26812382,56.57218088,59.7450678
01/06/2039,58.15801163,57.04611744,59.26990581,56.56814405,59.7478792
01/07/2039,58.1767884,57.06249809,59.29107871,56.58349467,59.77008213
01/08/2039,58.17523037,57.05855038,59.29191036,56.5785197,59.77194104
01/09/2039,58.17767759,57.05862569,59.29672948,56.57757539,59.77777978
01/10/2039,58.2012678,57.07984392,59.32269169,56.59777396,59.80476164
01/11/2039,58.19416397,57.07036557,59.31796236,56.58727488,59.80105306
01/12/2039,58.1701808,57.04402746,59.29633413,56.55992444,59.78043715
01/01/2040,58.17924362,57.05073828,59.30774895,56.56562421,59.79286303
01/02/2040,58.19420769,57.06334271,59.32507267,56.57721429,59.81120109
01/03/2040,58.19117482,57.05797299,59.32437666,56.57084001,59.81150963
01/04/2040,58.17877445,57.04325396,59.31429494,56.55512425,59.80242465
01/05/2040,58.15862434,57.02077553,59.29647315,56.53164494,59.78560374
01/06/2040,58.15801163,57.01782766,59.2981956,56.52769325,59.78833001
01/07/2040,58.1767884,57.03426763,59.31930917,56.5431287,59.8104481
01/08/2040,58.17523037,57.03037885,59.32008189,56.53823798,59.81222276
01/09/2040,58.17767759,57.03051241,59.32484277,56.53737696,59.81797822
01/10/2040,58.2012678,57.05178864,59.35074696,56.55765848,59.84487712
01/11/2040,58.19416397,57.04236813,59.3459598,56.54724209,59.84108584
01/12/2040,58.1701808,57.01608715,59.32427444,56.51997334,59.82038825
01/01/2041,58.17924362,57.0228548,59.33563244,56.52575436,59.83273288
01/02/2041,58.19420769,57.03551601,59.35289937,56.53742564,59.85098974
01/03/2041,58.19117482,57.03020229,59.35214735,56.53113144,59.8512182
01/04/2041,58.17877445,57.01553862,59.34201028,56.51549483,59.84205406
01/05/2041,58.15862434,56.99311555,59.32413312,56.49209468,59.82515399
01/06/2041,58.15801163,56.99022299,59.32580026,56.48822208,59.82780117
01/07/2041,58.1767884,57.0067181,59.3468587,56.50373636,59.84984044
01/08/2041,58.17523037,57.00288408,59.34757666,56.49892396,59.85153678
01/09/2041,58.17767759,57.0030718,59.35228338,56.49814037,59.85721481
01/10/2041,58.2012678,57.02440198,59.37813362,56.51849903,59.88403657
01/11/2041,58.19416397,57.01503528,59.37329265,56.50815959,59.88016835
01/12/2041,58.1701808,56.98880746,59.35155413,56.48096685,59.85939474
01/01/2042,58.17924362,56.99562801,59.36285923,56.48682351,59.87166373
01/02/2042,58.19420769,57.00834209,59.38007329,56.49857038,59.889845
01/03/2042,58.19117482,57.00308054,59.3792691,56.49235078,59.88999886
01/04/2042,58.17877445,56.98846844,59.36908046,56.47678791,59.88076099
01/05/2042,58.15862434,56.96609696,59.35115171,56.45346153,59.86378714
01/06/2042,58.15801163,56.96325596,59.35276729,56.44966265,59.86636061
01/07/2042,58.1767884,56.97980247,59.37377433,56.46525042,59.88832638
01/08/2042,58.17523037,56.97601954,59.3744412,56.46051106,59.88994968
01/09/2042,58.17767759,56.97625777,59.3790974,56.45979972,59.89555546
01/10/2042,58.2012678,56.99763831,59.4048973,56.48023037,59.92230523
01/11/2042,58.19416397,56.98832183,59.40000611,56.46996274,59.9183652
01/12/2042,58.1701808,56.96214364,59.37821795,56.44284097,59.89752062
01/01/2043,58.17924362,56.96901359,59.38947365,56.44876827,59.90971897
01/02/2043,58.19420769,56.98177706,59.40663832,56.46058576,59.92782962
01/03/2043,58.19117482,56.97656425,59.40578539,56.45443585,59.92791379
01/04/2043,58.17877445,56.96200035,59.39554855,56.4389419,59.918607
01/05/2043,58.15862434,56.93967711,59.37757157,56.41568449,59.90156418
01/06/2043,58.15801163,56.93688431,59.37913894,56.41195454,59.90406872
01/07/2043,58.1767884,56.9534789,59.4000979,56.42761106,59.92596574
01/08/2043,58.17523037,56.94974376,59.40071698,56.42294004,59.9275207
01/09/2043,58.17767759,56.95002927,59.4053259,56.42229629,59.93305888
01/10/2043,58.2012678,56.97145693,59.43107867,56.44279433,59.95974127
01/11/2043,58.19416397,56.96218748,59.42614046,56.43259393,59.955734
01/12/2043,58.1701808,56.93605577,59.40430582,56.40553863,59.93482296
01/01/2044,58.17924362,56.94297199,59.41551524,56.41153209,59.94695515
01/02/2044,58.19420769,56.95578174,59.43263364,56.42341575,59.96499963
01/03/2044,58.19117482,56.95061461,59.43173503,56.41733115,59.96501849
01/04/2044,58.17877445,56.93609588,59.42145302,56.4019018,59.9556471
01/05/2044,58.15862434,56.91381786,59.40343081,56.37870905,59.93853962
01/06/2044,58.15801163,56.91107028,59.40495297,56.37504375,59.94097951
01/07/2044,58.1767884,56.92770996,59.42586684,56.39076475,59.96281205
01/08/2044,58.17523037,56.92401966,59.42644108,56.38615784,59.9643029
01/09/2044,58.17767759,56.92434954,59.43100564,56.38557753,59.96977764
01/10/2044,58.2012678,56.94582143,59.45671417,56.40613882,59.99639678
01/11/2044,58.19416397,56.93659612,59.45173181,56.39600154,59.99232639
01/12/2044,58.1701808,56.91050806,59.42985353,56.36900865,59.97135294
01/01/2045,58.17924362,56.91746775,59.44101949,56.37506426,59.98342298
01/02/2045,58.19420769,56.93032097,59.45809441,56.38701007,60.0014053
01/03/2045,58.19117482,56.92519676,59.45715288,56.38098686,60.00136279
01/04/2045,58.17877445,56.91072049,59.44682841,56.36561822,59.99193068
01/05/2045,58.15862434,56.88848499,59.42876369,56.34248626,59.97476242
01/06/2045,58.15801163,56.88577991,59.43024334,56.33888173,59.97714152
01/07/2045,58.1767884,56.90246201,59.45111479,56.35466338,59.99891342
01/08/2045,58.17523037,56.89881388,59.45164686,56.35011678,60.00034396
01/09/2045,58.17767759,56.89918551,59.45616967,56.34959616,60.00575902
01/10/2045,58.2012678,56.92069902,59.48183658,56.37021696,60.03231864
01/11/2045,58.19416397,56.91151526,59.47681267,56.3601391,60.02818884
01/12/2045,58.1701808,56.8854683,59.45489329,56.33320496,60.00715663
01/01/2046,58.17924362,56.89246891,59.46601833,56.33931909,60.01916815
01/02/2046,58.19420769,56.90536307,59.48305231,56.35132345,60.03709193
01/03/2046,58.19117482,56.90027929,59.48207035,56.34535804,60.0369916
01/04/2046,58.17877445,56.88584303,59.47170587,56.33004661,60.02750229
01/05/2046,58.15862434,56.86364759,59.45360109,56.30697193,60.01027675
01/06/2046,58.15801163,56.86098258,59.45504067,56.30342469,60.01259856
01/07/2046,58.1767884,56.87770466,59.47587214,56.31926352,60.03431328
01/08/2046,58.17523037,56.8740963,59.47636444,56.31477377,60.03568697
01/09/2046,58.17767759,56.87450729,59.48084788,56.31430945,60.04104573
01/10/2046,58.2012678,56.89606008,59.50647552,56.3349864,60.06754921
01/11/2046,58.19416397,56.88691552,59.50141242,56.32496459,60.06336335
01/12/2046,58.1701808,56.86090733,59.47945426,56.2980859,60.0422757
01/01/2047,58.17924362,56.86794657,59.49054067,56.30425525,60.05423199
01/02/2047,58.19420769,56.88087937,59.507536,56.31631487,60.07210051
