,Point.Forecast,Lo.75,Hi.75,Lo.90,Hi.90
01/03/2074,58.19117482,56.33367275,60.04867689,55.53518259,60.84716705
01/04/2074,58.17877445,56.31985694,60.03769196,55.52075831,60.83679058
01/05/2074,58.15862434,56.29828366,60.01896502,55.49857325,60.81867542
01/06/2074,58.15801163,56.29624177,60.01978149,55.495917,60.82010626
01/07/2074,58.1767884,56.31358652,60.03999028,55.51264617,60.84093063
01/08/2074,58.17523037,56.31059836,60.03986238,55.50904323,60.84141751
01/09/2074,58.17767759,56.31162413,60.04373104,55.50945796,60.84589721
01/10/2074,58.2012678,56.33379093,60.06874468,55.53101287,60.87152274
01/11/2074,58.19416397,56.32526023,60.06306771,55.5218688,60.86645914
01/12/2074,58.1701808,56.29986005,60.04050154,55.49585949,60.8445021
01/01/2075,58.17924362,56.30750575,60.05098148,55.50289601,60.85559123
01/02/2075,58.19420769,56.32104621,60.06736917,55.51582449,60.87259089
01/03/2075,58.19117482,56.3166016,60.06574804,55.51077302,60.87157662
01/04/2075,58.17877445,56.30279867,60.05475023,55.49636716,60.86118174
01/05/2075,58.15862434,56.28123832,60.03601036,55.47420058,60.84304809
01/06/2075,58.15801163,56.27920939,60.03681386,55.47156287,60.84446039
01/07/2075,58.1767884,56.29656712,60.05700968,55.48831059,60.86526621
01/08/2075,58.17523037,56.29359189,60.05686885,55.48472614,60.8657346
01/09/2075,58.17767759,56.29463051,60.06072467,55.48515924,60.87019594
01/10/2075,58.2012678,56.31681014,60.08572546,55.50673249,60.89580311
01/11/2075,58.19416397,56.30829229,60.08003565,55.4976068,60.89072114
01/12/2075,58.1701808,56.28290485,60.05745674,55.4716157,60.86874589
01/01/2076,58.17924362,56.29056327,60.06792396,55.47867041,60.87981683
01/02/2076,58.19420769,56.30411649,60.08429889,55.49161714,60.89679824
01/03/2076,58.19117482,56.29968452,60.08266512,55.48658373,60.89576591
01/04/2076,58.17877445,56.28589412,60.07165478,55.4721958,60.8853531
01/05/2076,58.15862434,56.26434636,60.05290232,55.45004722,60.86720146
01/06/2076,58.15801163,56.26233005,60.0536932,55.44742755,60.86859571
01/07/2076,58.1767884,56.27970041,60.07387639,55.46419332,60.88938348
01/08/2076,58.17523037,56.27673777,60.07372297,55.46062688,60.88983386
01/09/2076,58.17767759,56.27778888,60.0775663,55.46107784,60.89427734
01/10/2076,58.2012678,56.299981,60.1025546,55.48266896,60.91986664
01/11/2076,58.19416397,56.29147566,60.09685228,55.47356115,60.91476679
01/12/2076,58.1701808,56.26610062,60.07426097,55.44758779,60.8927738
01/01/2077,58.17924362,56.27377143,60.08471581,55.45466021,60.90382703
01/02/2077,58.19420769,56.28733707,60.10107831,55.4676247,60.92079068
01/03/2077,58.19117482,56.28291741,60.09943224,55.46260889,60.91974075
01/04/2077,58.17877445,56.26913921,60.08840969,55.4482384,60.9093105
01/05/2077,58.15862434,56.2476037,60.06964498,55.42610734,60.89114133
01/06/2077,58.15801163,56.24559968,60.07042357,55.42350524,60.89251801
01/07/2077,58.1767884,56.26298233,60.09059447,55.4402886,60.9132882
01/08/2077,58.17523037,56.26003195,60.09042879,55.43673969,60.91372105
01/09/2077,58.17767759,56.26109523,60.09425994,55.43720805,60.91814713
01/10/2077,58.2012678,56.28329953,60.11923608,55.45881657,60.94371903
01/11/2077,58.19416397,56.27480636,60.11352157,55.44972617,60.93860176
01/12/2077,58.1701808,56.24944341,60.09091818,55.42377009,60.91659151
01/01/2078,58.17924362,56.25712628,60.10136096,55.43085975,60.92762748
01/02/2078,58.19420769,56.27070402,60.11771136,55.44384155,60.94457383
01/03/2078,58.19117482,56.26629634,60.1160533,55.43884287,60.94350677
01/04/2078,58.17877445,56.25253003,60.10501887,55.42448938,60.93305952
01/05/2078,58.15862434,56.23100646,60.08624222,55.4023754,60.91487328
01/06/2078,58.15801163,56.22901441,60.08700884,55.39979041,60.91623284
01/07/2078,58.1767884,56.24640904,60.10716776,55.41659089,60.93698591
01/08/2078,58.17523037,56.24347061,60.10699013,55.41305906,60.93740168
01/09/2078,58.17767759,56.24454574,60.11080943,55.41354438,60.9418108
01/10/2078,58.2012678,56.26676189,60.13577371,55.43516985,60.96736575
01/11/2078,58.19416397,56.2582806,60.13004734,55.42609643,60.96223151
01/12/2078,58.1701808,56.23292941,60.10743218,55.40015717,60.94020442
01/01/2079,58.17924362,56.24062404,60.1178632,55.40726364,60.95122359
01/02/2079,58.19420769,56.25421357,60.13420181,55.4202623,60.96815308
01/03/2079,58.19117482,56.24981757,60.13253207,55.41528032,60.96706932
01/04/2079,58.17877445,56.23606285,60.12148605,55.4009434,60.9566055
01/05/2079,58.15862434,56.21455091,60.10269777,55.37884605,60.93840263
01/06/2079,58.15801163,56.21257053,60.10345273,55.37627775,60.93974551
01/07/2079,58.1767884,56.22997683,60.12359997,55.39309492,60.96048188
01/08/2079,58.17523037,56.22705004,60.1234107,55.38957974,60.960881
01/09/2079,58.17767759,56.22813673,60.12721844,55.39008158,60.9652736
01/10/2079,58.2012678,56.25036444,60.15217116,55.41172358,60.99081203
01/11/2079,58.19416397,56.24189472,60.14643322,55.40266669,60.98566124
01/12/2079,58.1701808,56.216555,60.12380659,55.37674384,60.96361775
01/01/2080,58.17924362,56.22426109,60.13422615,55.3838667,60.97462053
01/02/2080,58.19420769,56.23786212,60.15055326,55.3968818,60.99153358
01/03/2080,58.19117482,56.2334775,60.14887214,55.3919161,60.99043354
01/04/2080,58.17877445,56.21973408,60.13781482,55.37759533,60.97995357
01/05/2080,58.15862434,56.19823348,60.1190152,55.3555142,60.96173448
01/06/2080,58.15801163,56.19626448,60.11975878,55.35296216,60.96306109
01/07/2080,58.1767884,56.21368216,60.13989464,55.36979561,60.98378119
01/08/2080,58.17523037,56.21076673,60.13969401,55.36629667,60.98416407
01/09/2080,58.17767759,56.21186469,60.14349049,55.36681462,60.98854056
01/10/2080,58.2012678,56.23410367,60.16843194,55.38847273,61.01406287
01/11/2080,58.19416397,56.22564523,60.16268271,55.37943198,61.00889595
01/12/2080,58.1701808,56.2003167,60.14004489,55.35352513,60.98683646
01/01/2081,58.17924362,56.20803397,60.15045327,55.36066398,60.99782326
01/02/2081,58.19420769,56.22164621,60.16676917,55.3736951,61.01472028
01/03/2081,58.19117482,56.21727269,60.16507695,55.36874528,61.01360436
01/04/2081,58.17877445,56.20354029,60.15400861,55.35444027,61.00310863
01/05/2081,58.15862434,56.18205076,60.13519792,55.33237496,60.98487372
01/06/2081,58.15801163,56.18009285,60.1359304,55.32983879,60.98618447
01/07/2081,58.1767884,56.19752164,60.15605516,55.34668812,61.00688868
01/08/2081,58.17523037,56.19461728,60.15584346,55.343205,61.00725573
01/09/2081,58.17767759,56.19572624,60.15962894,55.34373868,61.0116165
01/10/2081,58.2012678,56.21797621,60.18455939,55.36541251,61.03712309
01/11/2081,58.19416397,56.20952877,60.17879916,55.3563875,61.03194043
01/12/2081,58.1701808,56.18421117,60.15615042,55.33049626,61.00986533
01/01/2082,58.17924362,56.19193934,60.1665479,55.3376507,61.02083654
01/02/2082,58.19420769,56.20556252,60.18285286,55.35069747,61.03771791
01/03/2082,58.19117482,56.20119984,60.1811498,55.34576314,61.0365865
01/04/2082,58.17877445,56.18747819,60.17007071,55.3314735,61.02607539
01/05/2082,58.15862434,56.16599945,60.15124922,55.30942363,61.00782505
01/06/2082,58.15801163,56.16405238,60.15197088,55.30690294,61.00912031
01/07/2082,58.1767884,56.181492,60.1720848,55.32376777,61.02980903
01/08/2082,58.17523037,56.17859845,60.17186229,55.32030011,61.03016063
01/09/2082,58.17767759,56.17971814,60.17563704,55.32084913,61.03450605
01/10/2082,58.2012678,56.20197884,60.20055676,55.34253831,61.05999729
01/11/2082,58.19416397,56.19354215,60.19478579,55.33352866,61.05479928
01/12/2082,58.1701808,56.1682352,60.17212639,55.30765266,61.03270894
01/01/2083,58.17924362,56.17597401,60.18251322,55.31482231,61.04366493
01/02/2083,58.19420769,56.18960788,60.1988075,55.32788435,61.06053103
01/03/2083,58.19117482,56.18525577,60.19709387,55.32296515,61.05938449
01/04/2083,58.17877445,56.17154461,60.18600428,55.30869052,61.04885838
01/05/2083,58.15862434,56.15007642,60.16717226,55.28665571,61.03059296
01/06/2083,58.15801163,56.14813991,60.16788334,55.28415014,61.03187311
01/07/2083,58.1767884,56.16559012,60.18798668,55.30103009,61.05254671
01/08/2083,58.17523037,56.16270712,60.18775362,55.29757753,61.05288321
01/09/2083,58.17767759,56.16383728,60.19151789,55.29814152,61.05721366
01/10/2083,58.2012678,56.18610846,60.21642714,55.31984568,61.08268992
01/11/2083,58.19416397,56.17768226,60.21064567,55.31085103,61.0774769
01/12/2083,58.1701808,56.15238572,60.18797587,55.28498991,61.05537168
01/01/2084,58.17924362,56.16013492,60.19835231,55.29217442,61.06631281
01/02/2084,58.19420769,56.17377921,60.21463617,55.30525137,61.08316401
01/03/2084,58.19117482,56.16943744,60.2129122,55.30034694,61.0820027
01/04/2084,58.17877445,56.15573653,60.20181237,55.28608696,61.07146194
01/05/2084,58.15862434,56.13427863,60.18297005,55.26406688,61.0531818
01/06/2084,58.15801163,56.13235245,60.18367081,55.26157607,61.05444719
01/07/2084,58.1767884,56.14981298,60.20376382,55.27847079,61.07510601
01/08/2084,58.17523037,56.14694029,60.20352045,55.27503296,61.07542778
01/09/2084,58.17767759,56.14808068,60.20727449,55.27561159,61.07974359
01/10/2084,58.2012678,56.1703621,60.2321735,55.29733038,61.10520522
01/11/2084,58.19416397,56.16194614,60.22638179,55.28835038,61.09997755
01/12/2084,58.1701808,56.13665976,60.20370183,55.26250379,61.0778578
01/01/2085,58.17924362,56.14441912,60.21406812,55.26970282,61.08878442
01/02/2085,58.19420769,56.1580736,60.23034178,55.28279434,61.10562104
01/03/2085,58.19117482,56.15374192,60.22860773,55.27790433,61.10444531
01/04/2085,58.17877445,56.14005102,60.21749788,55.26365867,61.09389023
01/05/2085,58.15862434,56.11860317,60.19864551,55.24165296,61.07559572
01/06/2085,58.15801163,56.11668707,60.19933618,55.23917658,61.07684668
01/07/2085,58.1767884,56.13415771,60.21941909,55.25608573,61.09749107
01/08/2085,58.17523037,56.13129508,60.21916566,55.2526623,61.09779844
01/09/2085,58.17767759,56.13244547,60.2229097,55.25325522,61.10209996
01/10/2085,58.2012678,56.15473689,60.24779872,55.27498831,61.12754729
01/11/2085,58.19416397,56.14633094,60.24199699,55.26602263,61.12230531
01/12/2085,58.1701808,56.1210545,60.2193071,55.24019023,61.10017136
01/01/2086,58.17924362,56.12882377,60.22966346,55.24740345,61.11108379
01/02/2086,58.19420769,56.1424882,60.24592718,55.2605092,61.12790618
01/03/2086,58.19117482,56.13816638,60.24418326,55.25563329,61.12671635
01/04/2086,58.17877445,56.12448527,60.23306363,55.24140162,61.11614728
01/05/2086,58.15862434,56.10304725,60.21420143,55.21940997,61.09783871
01/06/2086,58.15801163,56.10114101,60.21488225,55.21694767,61.09907558
01/07/2086,58.1767884,56.11862151,60.23495529,55.23387094,61.11970586
01/08/2086,58.17523037,56.11576873,60.23469201,55.23046158,61.11999916
01/09/2086,58.17767759,56.11692889,60.23842629,55.23106847,61.12428671
01/10/2086,58.2012678,56.13923007,60.26330553,55.25281554,61.14972007
01/11/2086,58.19416397,56.13083392,60.25749402,55.24386385,61.14446409
01/12/2086,58.1701808,56.10556718,60.23479442,55.21804533,61.12231626
01/01/2087,58.17924362,56.11334615,60.24514109,55.22527241,61.13321482
01/02/2087,58.19420769,56.12702031,60.26139507,55.23839208,61.1500233
01/03/2087,58.19117482,56.12270813,60.25964151,55.23352995,61.14881969
01/04/2087,58.17877445,56.10903658,60.24851232,55.21931196,61.13823694
01/05/2087,58.15862434,56.08760817,60.22964051,55.19733404,61.11991464
01/06/2087,58.15801163,56.08571157,60.23031169,55.19488553,61.12113773
01/07/2087,58.1767884,56.10320171,60.25037509,55.21182258,61.14175422
01/08/2087,58.17523037,56.10035855,60.25010219,55.20842698,61.14203376
01/09/2087,58.17767759,56.10152826,60.25382691,55.20904753,61.14630765
01/10/2087,58.2012678,56.123839,60.2786966,55.23080826,61.17172734
01/11/2087,58.19416397,56.11545242,60.27287552,55.22187025,61.16645768
01/12/2087,58.1701808,56.09019517,60.25016642,55.19606531,61.14429628
01/01/2088,58.17924362,56.09798362,60.26050361,55.20330595,61.15518128
01/02/2088,58.19420769,56.1116673,60.27674808,55.21643922,61.17197616
01/03/2088,58.19117482,56.10736454,60.2749851,55.21159057,61.17075907
01/04/2088,58.17877445,56.09370235,60.26384655,55.19738596,61.16016294
01/05/2088,58.15862434,56.07228333,60.24496534,55.17542147,61.14182721
01/06/2088,58.15801163,56.07039616,60.2456271,55.17298644,61.14303682
01/07/2088,58.1767884,56.08789573,60.26568107,55.18993698,61.16363982
01/08/2088,58.17523037,56.08506198,60.26539876,55.18655484,61.1639059
01/09/2088,58.17767759,56.08624104,60.26911413,55.18718874,61.16816643
01/10/2088,58.2012678,56.10856113,60.29397447,55.20896284,61.19357276
01/11/2088,58.19416397,56.1001839,60.28814403,55.20003821,61.18828972
01/12/2088,58.1701808,56.07493594,60.26542566,55.17424655,61.16611504
01/01/2089,58.17924362,56.08273367,60.27575357,55.18150045,61.17698679
01/02/2089,58.19420769,56.09642665,60.29198873,55.19464703,61.19376835
01/03/2089,58.19117482,56.09213312,60.29021653,55.18981156,61.19253808
01/04/2089,58.17877445,56.07848007,60.27906883,55.17562003,61.18192887
01/05/2089,58.15862434,56.05707025,60.26017843,55.15366869,61.16357999
01/06/2089,58.15801163,56.05519229,60.26083097,55.15124684,61.16477642
01/07/2089,58.1767884,56.0727011,60.2808757,55.16821058,61.18536622
01/08/2089,58.17523037,56.06987655,60.28058419,55.1648416,61.18561914
01/09/2089,58.17767759,56.07106475,60.28429042,55.16548858,61.1898666
01/10/2089,58.2012678,56.09339398,60.30914162,55.18727575,61.21525985
01/11/2089,58.19416397,56.08502591,60.30330202,55.17836421,61.20996372
01/12/2089,58.1701808,56.05978703,60.28057456,55.15258554,61.18777605
01/01/2090,58.17924362,56.06759384,60.2908934,55.15985242,61.19863482
01/02/2090,58.19420769,56.08129593,60.30711945,55.17301202,61.21540336
01/03/2090,58.19117482,56.07701142,60.30533822,55.16818946,61.21416018
01/04/2090,58.17877445,56.06336733,60.29418157,55.15401073,61.20353817
01/05/2090,58.15862434,56.0419665,60.27528218,55.13207224,61.18517643
01/06/2090,58.15801163,56.04009756,60.27592569,55.12966329,61.18635996
01/07/2090,58.1767884,56.0576154,60.2959614,55.14663995,61.20693685
01/08/2090,58.17523037,56.05479987,60.29566087,55.14328385,61.20717689
01/09/2090,58.17767759,56.05599702,60.29935816,55.14394363,61.21141155
01/10/2090,58.2012678,56.0783352,60.3242004,55.16574359,61.23679201
01/11/2090,58.19416397,56.06997609,60.31835184,55.15684488,61.23148306
01/12/2090,58.1701808,56.0447461,60.29561549,55.13107891,61.20928268
01/01/2091,58.17924362,56.05256179,60.30592545,55.1383585,61.22012874
01/02/2091,58.19420769,56.0662728,60.32214258,55.15153085,61.23688453
01/03/2091,58.19117482,56.06199712,60.32035253,55.14672091,61.23562873
01/04/2091,58.17877445,56.04836179,60.30918711,55.13255471,61.22499419
01/05/2091,58.15862434,56.02696976,60.29027891,55.11062882,61.20661986
01/06/2091,58.15801163,56.02510966,60.29091359,55.1082325,61.20779076
01/07/2091,58.1767884,56.04263634,60.31094046,55.1252218,61.228355
01/08/2091,58.17523037,56.03982963,60.31063111,55.12187831,61.22858243
01/09/2091,58.17767759,56.04103554,60.31431964,55.12255061,61.23280457
01/10/2091,58.2012678,56.06338248,60.33915312,55.1443631,61.2581725
01/11/2091,58.19416397,56.05503215,60.33329579,55.13547693,61.252851
01/12/2091,58.1701808,56.02981086,60.31055073,55.10972342,61.23063817
01/01/2092,58.17924362,56.03763525,60.32085199,55.11701544,61.2414718
01/02/2092,58.19420769,56.05135499,60.33706039,55.13020027,61.25821511
01/03/2092,58.19117482,56.04708795,60.33526169,55.12540269,61.25694695
01/04/2092,58.17877445,56.03346121,60.32408769,55.11124877,61.24630013
01/05/2092,58.15862434,56.0120778,60.30517087,55.0893352,61.22791347
01/06/2092,58.15801163,56.01022635,60.3057969,55.08695125,61.22907201
01/07/2092,58.1767884,56.02776169,60.32581511,55.10395293,61.24962387
01/08/2092,58.17523037,56.02496361,60.32549713,55.10062179,61.24983895
01/09/2092,58.17767759,56.02617809,60.32917708,55.10130635,61.25404882
01/10/2092,58.2012678,56.04853362,60.35400198,55.12313112,61.27940448
01/11/2092,58.19416397,56.04019188,60.34813606,55.11425723,61.2740707
01/12/2092,58.1701808,56.01497912,60.32538247,55.08851591,61.25184568
01/01/2093,58.17924362,56.02281203,60.33567521,55.09582011,61.26266713
01/02/2093,58.19420769,56.03654031,60.35187507,55.10901716,61.27939822
01/03/2093,58.19117482,56.03228174,60.3500679,55.1042317,61.27811794
01/04/2093,58.17877445,56.01866341,60.33888549,55.09008979,61.26745911
01/05/2093,58.15862434,55.99728844,60.31996023,55.0681883,61.24906038
01/06/2093,58.15801163,55.99544546,60.32057779,55.06581646,61.2502068
01/07/2093,58.1767884,56.01298928,60.34058752,55.08283026,61.27074654
01/08/2093,58.17523037,56.01019967,60.34026107,55.07951123,61.27094951
01/09/2093,58.17767759,56.01142255,60.34393262,55.0802078,61.27514738
01/10/2093,58.2012678,56.03378648,60.36874912,55.10204458,61.30049102
01/11/2093,58.19416397,56.02545316,60.36287478,55.09318274,61.2951452
01/12/2093,58.1701808,56.00024875,60.34011284,55.06745335,61.27290824
01/01/2094,58.17924362,56.00809,60.35039723,55.07476948,61.28371776
01/02/2094,58.19420769,56.02182666,60.36658872,55.08797851,61.30043687
01/03/2094,58.19117482,56.01757639,60.36477325,55.08320491,61.29914473
01/04/2094,58.17877445,56.00396629,60.35358261,55.06907478,61.28847412
01/05/2094,58.15862434,55.9825996,60.33464907,55.04718512,61.27006356
01/06/2094,58.15801163,55.98076492,60.33525833,55.04482515,61.27119811
01/07/2094,58.1767884,55.99831705,60.35525975,55.06185083,61.29172597
01/08/2094,58.17523037,55.99553573,60.35492501,55.05854365,61.29191709
01/09/2094,58.17767759,55.99676684,60.35858834,55.05925199,61.29610319
01/10/2094,58.2012678,56.01913901,60.38339659,55.08110055,61.32143505
01/11/2094,58.19416397,56.01081393,60.377514,55.0722505,61.31607744
01/12/2094,58.1701808,55.98561771,60.35474388,55.04653282,61.29382877
01/01/2095,58.17924362,55.99346714,60.3650201,55.05386064,61.3046266
01/02/2095,58.19420769,56.007212,60.38120338,55.0670814,61.32133398
01/03/2095,58.19117482,56.00296986,60.37937978,55.06231943,61.32003021
01/04/2095,58.17877445,55.98936783,60.36818107,55.04820084,61.30934806
01/05/2095,58.15862434,55.96800925,60.34923943,55.02632277,61.29092591
01/06/2095,58.15801163,55.9661827,60.34984055,55.02397443,61.29204883
01/07/2095,58.1767884,55.98374297,60.36983383,55.04101175,61.31256505
01/08/2095,58.17523037,55.98096978,60.36949096,55.03771619,61.31274455
01/09/2095,58.17767759,55.98220896,60.37314622,55.03843607,61.31691911
01/10/2095,58.2012678,56.0045892,60.3979464,55.06029617,61.34223943
01/11/2095,58.19416397,55.99627221,60.39205573,55.05145768,61.33687026
01/12/2095,58.1701808,55.97108401,60.36927759,55.02575147,61.31461013
01/01/2096,58.17924362,55.97894145,60.37954579,55.03309075,61.32539649
01/02/2096,58.19420769,55.99269436,60.39572102,55.04632301,61.34209237
01/03/2096,58.19117482,55.98846019,60.39388945,55.04157244,61.34077721
01/04/2096,58.17877445,55.97486607,60.38268283,55.02746516,61.33008374
01/05/2096,58.15862434,55.95351544,60.36373324,55.00559845,61.31165023
01/06/2096,58.15801163,55.95169686,60.36432639,55.00326151,61.31276174
01/07/2096,58.1767884,55.96926511,60.38431168,55.02031025,61.33326655
01/08/2096,58.17523037,55.96649988,60.38396086,55.01702608,61.33343466
01/09/2096,58.17767759,55.96774698,60.3876082,55.01775727,61.33759791
01/10/2096,58.2012678,55.99013513,60.41240047,55.03962869,61.36290691
01/11/2096,58.19416397,55.98182606,60.40650187,55.03080153,61.35752641
01/12/2096,58.1701808,55.95664573,60.38371586,55.00510656,61.33525503
01/01/2097,58.17924362,55.96451103,60.39397621,55.01245708,61.34603016
01/02/2097,58.19420769,55.97827183,60.41014355,55.02570062,61.36271476
01/03/2097,58.19117482,55.97404547,60.40830417,55.02096122,61.36138842
01/04/2097,58.17877445,55.96045911,60.39708979,55.00686503,61.35068387
01/05/2097,58.15862434,55.93911627,60.37813241,54.98500947,61.33223921
01/06/2097,58.15801163,55.93730551,60.37871774,54.98268371,61.33333955
01/07/2097,58.1767884,55.95488159,60.39869521,54.99974364,61.35383316
01/08/2097,58.17523037,55.95212417,60.39833657,54.99647063,61.35399011
01/09/2097,58.17767759,55.95337902,60.40197616,54.99721291,61.35814226
01/10/2097,58.2012678,55.97577493,60.42676067,55.01909543,61.38344017
01/11/2097,58.19416397,55.96747364,60.42085429,55.01027938,61.37804855
01/12/2097,58.1701808,55.94230102,60.39806057,54.98459544,61.35576615
01/01/2098,58.17924362,55.95017402,60.40831321,54.99195698,61.36653026
01/02/2098,58.19420769,55.96394256,60.42447282,55.00521158,61.3832038
01/03/2098,58.19117482,55.95972386,60.42262578,55.00048314,61.3818665
01/04/2098,58.17877445,55.94614511,60.41140379,54.98639783,61.37115107
01/05/2098,58.15862434,55.92480991,60.39243876,54.96455319,61.35269548
01/06/2098,58.15801163,55.92300683,60.39301643,54.9622384,61.35378485
01/07/2098,58.1767884,55.94059058,60.41298622,54.97930931,61.37426749
01/08/2098,58.17523037,55.93784082,60.41261992,54.97604726,61.37441348
01/09/2098,58.17767759,55.93910328,60.4162519,54.97680042,61.37855476
01/10/2098,58.2012678,55.96150681,60.4410288,54.99869382,61.40384178
01/11/2098,58.19416397,55.95321314,60.4351148,54.98988867,61.39843926
01/12/2098,58.1701808,55.92804808,60.41231351,54.96421555,61.37614604
01/01/2099,58.17924362,55.93592865,60.42255859,54.9715879,61.38689934
01/02/2099,58.19420769,55.94970477,60.43871061,54.98485335,61.40356203
01/03/2099,58.19117482,55.94549359,60.43685605,54.98013566,61.40221399
01/04/2099,58.17877445,55.9319223,60.4256266,54.96606102,61.39148788
01/05/2099,58.15862434,55.9105946,60.40665408,54.9442271,61.37302157
01/06/2099,58.15801163,55.90879904,60.40722422,54.94192307,61.37410019
01/07/2099,58.1767884,55.92639033,60.42718647,54.95900475,61.39457205
01/08/2099,58.17523037,55.92364808,60.42681266,54.95575344,61.3947073
01/09/2099,58.17767759,55.92491801,60.43043717,54.95651727,61.3988379
01/10/2099,58.2012678,55.947329,60.4552066,54.97842135,61.42411425
01/11/2099,58.19416397,55.93904281,60.44928512,54.9696269,61.41870103
01/12/2099,58.1701808,55.91388517,60.42647642,54.9439644,61.3963972
01/01/2100,58.17924362,55.92177316,60.43671408,54.95134735,61.40713989
01/02/2100,58.19420769,55.93555672,60.45285866,54.96462345,61.42379193
01/03/2100,58.19117482,55.93135293,60.45099671,54.9599163,61.42243334
01/04/2100,58.17877445,55.91778896,60.43975994,54.94585214,61.41169676
01/05/2100,58.15862434,55.89646862,60.42078006,54.92402874,61.39321994
01/06/2100,58.15801163,55.89468044,60.42134282,54.92173526,61.394288
01/07/2100,58.1767884,55.91227912,60.44129768,54.93882751,61.41474929
01/08/2100,58.17523037,55.90954425,60.44091649,54.93558675,61.41487399
01/09/2100,58.17767759,55.91082149,60.44453368,54.93636105,61.41899412
01/10/2100,58.2012678,55.93323982,60.46929578,54.95827561,61.44425999
01/11/2100,58.19416397,55.92496097,60.46336696,54.94949166,61.43883627
01/12/2100,58.1701808,55.89981062,60.44055097,54.92383957,61.41652202
,0.9701808,-1.30018938,3.24055097,-2.27616043,4.21652202
,,,,,
,,,,,
01/12/2000,14.54,13.28,15.8,12.74,16.34
Baseline,0.54,-0.72,1.8,-1.26,2.34
